time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
7700,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,11.7215656,0,0,0,0,15.305,483.06965817476,2.296588,0,0,7.82929,-8.724066,0,300.5, -8.8, -2.6,0,0,1634,777,1024,364,92,-37,0,-100,289.6,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7800,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,11.9005208,0,0,0,0,15.305,483.06965817476,2.296588,0,0,7.82929,-8.94776,0,294.6, -9.7, -3.6,0,0,1632,759,1024,364,92,-40,0,-100,283.6,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
7900,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,12.0571066,0,0,0,0,15.305,483.06965817476,2.296588,0,0,7.82929,-9.171454,0,288.7, -10.4, -4.1,0,0,1632,744,1024,365,92,-42,0,-100,277.6,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8000,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,12.079476,0,0,0,0,15.305,483.06965817476,2.296588,0,0,7.605596,-9.395148,0,282.8, -10.2, -4.8,0,0,1618,635,1024,474,90,-59,0,-83,271.6,0,0,83,3.817,3.83,3.829,3.829,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8100,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,12.2584312,0,0,0,0,15.274,483.06965817476,2.296588,0,0,7.605596,-9.618842,0,277, -9.9, -6.1,0,0,1489,364,1024,648,70,-100,0,-57,266.8,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8200,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,12.30317,0,0,0,0,15.274,483.06965817476,2.296588,0,0,7.381902,-9.842536,0,273, -9.7, -9.1,0,0,1475,364,1024,686,68,-100,0,-51,264.4,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8300,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,7.217848,12.1018454,0,0,0,0,15.274,483.06965817476,2.296588,0,0,6.71082,-10.06623,0,271.1, -9.5, -18.4,0,0,1476,364,1024,673,68,-100,0,-53,263.1,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8400,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,6.889764,11.9228902,0,0,0,0,15.274,483.06965817476,2.296588,0,0,6.039738,-10.289924,0,269.4, -8.3, -22.8,0,0,1476,364,1024,638,68,-100,0,-58,261.8,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8500,2023-09-17 18:14:22,0,0,2.296588,,,483.06965817476,6.56168,11.9228902,0,0,0,0,15.274,483.06965817476,2.296588,0,0,4.921268,-10.513618,0,267.6, -7.3, -23.5,0,0,1476,364,1024,639,68,-100,0,-58,260.2,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8600,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.56168,11.1847,0,0,0,0,15.274,483.06965817476,2.296588,0,0,3.802798,-10.513618,0,266, -7, -23.6,0,0,1476,364,1024,635,68,-100,0,-59,258.5,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8700,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.56168,10.9162672,0,0,0,0,15.274,483.06965817476,2.296588,0,0,2.908022,-10.513618,0,264.2, -7, -23.5,0,0,1478,364,1024,439,69,-100,0,-89,256.8,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8800,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.56168,10.7149426,0,0,0,0,15.274,483.06965817476,2.296588,0,0,2.013246,-10.513618,0,262.3, -7.1, -23.5,0,0,1486,364,1024,367,70,-100,0,-100,253.4,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
8900,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.56168,10.5583568,0,0,0,0,15.274,483.06965817476,2.296588,0,0,0.894776,-10.513618,0,258.7, -8, -22.9,0,0,1487,364,1024,442,70,-100,0,-88,247.8,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9000,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.56168,10.289924,0,0,0,0,15.274,483.06965817476,2.296588,0,0,0,-10.289924,0,253.8, -9.5, -22.7,0,0,1484,364,1024,492,70,-100,0,-81,242.6,0,0,83,3.815,3.82,3.821,3.818,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9100,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.233596,10.3122934,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-0.671082,-10.289924,0,249.2, -10.2, -22.7,0,0,1484,364,1024,505,70,-100,0,-79,238.8,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9200,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.56168,9.9767524,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-1.565858,-9.842536,0,245.1, -10.1, -22.6,0,0,1484,364,1024,550,70,-100,0,-72,235.3,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9300,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.56168,9.9767524,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-2.684328,-9.618842,0,241.9, -10.7, -22.7,0,0,1484,364,1024,573,70,-100,0,-68,232.3,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9400,2023-09-17 18:14:23,0,0,2.296588,,,483.06965817476,6.56168,9.842536,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-3.579104,-9.171454,0,239, -10.8, -22.4,0,0,1484,364,1024,575,70,-100,0,-68,229.7,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9500,2023-09-17 18:14:24,0,0,2.296588,,,483.06965817476,6.233596,9.7977972,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-4.47388,-8.724066,0,236.4, -10.9, -22.2,0,0,1484,364,1024,576,70,-100,0,-68,227.3,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9600,2023-09-17 18:14:24,0,0,2.296588,,,483.06965817476,6.56168,10.0438606,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-5.368656,-8.500372,0,233.8, -10.7, -22.4,0,0,1484,364,1024,577,70,-100,0,-68,224.9,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9700,2023-09-17 18:14:24,0,0,2.296588,,,483.06965817476,6.56168,10.2004464,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-6.263432,-8.052984,0,231.3, -10.3, -22.6,0,0,1484,364,1024,586,70,-100,0,-66,222.6,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9800,2023-09-17 18:14:24,0,0,2.296588,,,483.06965817476,6.233596,10.289924,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-7.158208,-7.381902,0,228.7, -9.7, -22.1,0,0,1429,543,1024,543,61,-73,0,-73,220.3,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
9900,2023-09-17 18:14:24,0,0,2.296588,,,483.06965817476,6.233596,10.4688792,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-7.82929,-6.934514,0,225.9, -8, -20.2,0,0,1292,969,1024,405,41,-8,0,-94,217.7,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
10000,2023-09-17 18:14:24,0,0,2.296588,,,483.06965817476,6.233596,10.6925732,0,0,0,0,15.196,483.06965817476,2.296588,0,0,-8.500372,-6.487126,0,222.5, -7.5, -17.1,0,0,1024,1024,1024,364,0,0,0,-100,213.3,0,0,83,3.788,3.799,3.803,3.806,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
10100,2023-09-17 18:14:24,0,0,2.296588,,,483.06965817476,6.56168,10.8044202,0,0,0,0,15.115,483.06965817476,2.296588,0,0,-8.94776,-6.039738,0,217.1, -5.7, -10.2,0,0,1024,1024,1024,365,0,0,0,-100,207.5,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
10200,2023-09-17 18:14:24,0,0,2.624672,,,483.39774217476,6.56168,10.5583568,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-8.94776,-5.59235,0,210.5, 12.5, -4.5,0,0,1024,1024,1024,364,0,0,0,-100,201.5,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.39774217476,2.624672,6,P-GPS,
10300,2023-09-17 18:14:24,0,0,2.624672,,,483.39774217476,6.56168,9.618842,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-8.276678,-4.921268,-0.223694,204.3, 23.1, -4.6,0,0,1024,1024,1024,364,0,0,0,-100,195.5,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.39774217476,2.624672,6,P-GPS,
10400,2023-09-17 18:14:24,0,0,2.624672,,,483.39774217476,6.56168,8.5227414,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-7.381902,-4.250186,-0.223694,198.2, 24.4, -6.6,0,0,1024,1024,1024,364,0,0,0,-100,189.5,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.39774217476,2.624672,6,P-GPS,
10500,2023-09-17 18:14:25,0,0,2.624672,,,483.39774217476,6.56168,7.717443,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-6.71082,-3.802798,0,191.9, 23.9, -8.6,0,0,1024,1024,1024,364,0,0,0,-100,183.5,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.39774217476,2.624672,6,P-GPS,
10600,2023-09-17 18:14:25,0,0,2.624672,,,483.39774217476,6.56168,6.71082,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-5.816044,-3.35541,0,185.2, 22.8, -10.9,0,0,1024,1024,1024,364,0,0,0,-100,177.4,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.39774217476,2.624672,6,P-GPS,
10700,2023-09-17 18:14:25,0,0,2.624672,,,483.39774217476,6.56168,5.6147194,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-4.921268,-2.684328,0,178.9, 21.4, -13.6,0,0,1024,1024,1024,364,0,0,0,-100,171.4,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.39774217476,2.624672,6,P-GPS,
10800,2023-09-17 18:14:25,0,0,2.296588,,,483.06965817476,6.56168,4.6080964,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-4.026492,-2.23694,0.223694,172.9, 19.9, -16,0,0,1024,1024,1024,364,0,0,0,-100,165.4,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
10900,2023-09-17 18:14:25,0,0,2.296588,,,483.06965817476,6.56168,3.3106712,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-2.908022,-1.565858,0.223694,167.1, 17.7, -16.6,0,0,1024,1024,1024,364,0,0,0,-100,159.3,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
11000,2023-09-17 18:14:25,0,0,2.296588,,,483.06965817476,6.56168,2.3040482,0,0,0,0,15.115,483.39774217476,2.624672,0,0,-2.013246,-1.11847,0.447388,162, 13.7, -13.1,0,0,1024,1024,1024,364,0,0,0,-100,153.4,0,0,83,3.764,3.782,3.788,3.781,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
11100,2023-09-17 18:14:25,0,0,1.968504,,,482.74157417476,6.56168,1.4987498,0,0,0,0,15.061,483.39774217476,2.624672,0,0,-1.342164,-0.671082,0.223694,157.4, 7.2, -10,0,0,1024,1024,1024,364,0,0,0,-100,147.3,0,0,83,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
11200,2023-09-17 18:14:25,0,0,1.968504,,,482.74157417476,6.56168,0.8052984,0,0,0,0,15.061,483.39774217476,2.624672,0,0,-0.671082,-0.447388,0,152, 1.8, -7.7,0,0,1024,1024,1024,364,0,0,0,-100,141.4,0,0,83,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
11300,2023-09-17 18:14:25,0,0,1.968504,,,482.74157417476,6.56168,0.8052984,0,0,0,0,15.061,483.39774217476,2.624672,0,0,-0.447388,-0.223694,0,146, -0.4, -5.4,0,0,1024,1024,1024,364,0,0,0,-100,135.4,0,0,83,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
11400,2023-09-17 18:14:25,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.061,483.39774217476,2.624672,0,0,-0.223694,0,0,140, -1.6, -3.5,0,0,1024,1024,1024,364,0,0,0,-100,129.4,0,0,83,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
11500,2023-09-17 18:14:25,0,0,1.968504,,,482.74157417476,6.56168,0,0,0,0,0,15.061,483.39774217476,2.624672,0,0,0,0,0,133.9, -1.7, -1.9,0,0,1024,1024,1024,364,0,0,0,-100,123.4,0,0,83,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
11600,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0,0,0,0,0,15.061,483.39774217476,2.624672,0,0,0,0,0,127.8, -1.4, -0.5,0,0,1024,1024,1024,387,0,0,0,-97,117.4,0,0,83,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
11700,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.061,483.39774217476,2.624672,0,0,0,0.223694,0,121.7, -1, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,111.9,0,0,82,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
11800,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0.3131716,0,0,0,0,15.061,483.39774217476,2.624672,0,0,0.223694,0.223694,0,117.7, -0.7, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,111.2,0,0,82,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
11900,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0.3131716,0,0,0,0,15.061,483.39774217476,2.624672,0,0,0.223694,0.223694,0,116.4, -0.5, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,111.2,0,0,82,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12000,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0.3131716,0,0,0,0,15.061,483.39774217476,2.624672,0,0,0.223694,0.223694,0,115.9, -0.2, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,111.2,0,0,82,3.652,3.774,3.811,3.824,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12100,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0.3131716,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.223694,0.223694,0,115.7, 0.3, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,111.2,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12200,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0.3131716,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.223694,0.223694,0,115.6, 0.5, 2.5,0,0,1024,1024,1024,526,0,0,0,-75,111.2,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12300,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.223694,0,0,115.6, 0.4, 3.1,0,0,1024,1024,992,364,0,0,-5,-100,110.4,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12400,2023-09-17 18:14:26,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.223694,0,0,113.2, 0, 3,0,0,1024,1024,990,364,0,0,-5,-100,105.1,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12500,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.223694,0,0,108.4, -0.5, 2.3,0,0,1024,1024,1024,579,0,0,0,-67,99.1,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12600,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.889764,0.223694,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.223694,0,0,103, -1, 2,0,0,1024,1024,1024,1024,0,0,0,0,94.9,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12700,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.447388,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.447388,0,0,100.5, -1.9, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,94.7,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12800,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.447388,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.447388,0,0,99.6, -2.2, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,94.7,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
12900,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.447388,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.447388,0,0,99.2, -2.1, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,94.7,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13000,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.447388,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.447388,0,0,99, -1.8, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,94.7,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13100,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.447388,0,0,0,0,15.136,483.39774217476,2.624672,0,0,0.447388,0,0,98.9, -2, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,94.7,0,0,82,3.777,3.787,3.787,3.785,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13200,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.447388,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0.447388,0,0,98.8, -1.8, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13300,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0.223694,0,0,98.8, -1.7, 3.7,0,0,1024,1024,1024,1024,0,0,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13400,2023-09-17 18:14:27,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0.223694,0,0,98.7, -1.5, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13500,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0.223694,0,0,98.7, -1.4, 4.1,0,0,1427,1024,1024,1024,61,0,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13600,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0.223694,0,0,98.7, -1.4, 4.1,0,0,1684,1024,1024,1024,100,0,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13700,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,6.56168,0.223694,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0.223694,0,0,98.6, -6.9, 4,0,0,1684,1024,1024,1024,100,0,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13800,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,6.56168,0.3131716,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0.223694,0.223694,0,98.5, -14.3, 3.2,0,0,1684,1024,1024,1024,100,0,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
13900,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,6.889764,0.894776,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0,0.894776,0,98.4, -18.9, 2.9,0,0,1684,1226,1024,1024,100,31,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14000,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,7.217848,1.565858,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0,1.565858,0,98.6, -20.3, 2.9,0,0,1684,1363,1024,1024,100,51,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14100,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,7.217848,2.460634,0,0,0,0,15.165,483.39774217476,2.624672,0,0,0,2.460634,0,98.5, -20.2, 4.2,0,0,1684,1382,1024,1024,100,54,0,0,94.7,0,0,82,3.784,3.794,3.794,3.793,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14200,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,7.217848,3.131716,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-0.223694,3.131716,0,98.3, -19.4, 6.8,0,0,1684,1389,1024,1024,100,55,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14300,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,7.545932,3.8251674,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-0.447388,3.802798,0,98, -18.7, 8.4,0,0,1684,1395,1024,1024,100,56,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14400,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,7.545932,4.5186188,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-0.671082,4.47388,0,97.8, -18.5, 9,0,0,1684,1395,1024,1024,100,56,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14500,2023-09-17 18:14:28,0,0,1.968504,,,482.74157417476,7.545932,4.5186188,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-1.11847,5.144962,0,97.7, -18.3, 9.1,0,0,1684,1411,1024,1024,100,59,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14600,2023-09-17 18:14:29,0,0,1.968504,,,482.74157417476,7.545932,5.7489358,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-1.342164,5.59235,-0.223694,97.7, -17.8, 9,0,0,1684,1524,1024,1024,100,76,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14700,2023-09-17 18:14:29,0,0,1.968504,,,482.74157417476,7.545932,6.4647566,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-1.565858,6.263432,-0.223694,97.6, -17.5, 9.1,0,0,1684,1684,1024,1024,100,100,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,482.74157417476,1.968504,6,P-GPS,
14800,2023-09-17 18:14:29,0,0,2.296588,,,483.06965817476,7.545932,6.4647566,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-2.013246,6.71082,0,97.4, -16.7, 11,0,0,1664,1684,1024,1024,97,100,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
14900,2023-09-17 18:14:29,0,0,2.296588,,,483.06965817476,7.545932,7.493749,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-2.23694,7.158208,0,97.2, -14.9, 14.3,0,0,1652,1684,1024,1024,95,100,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
15000,2023-09-17 18:14:29,0,0,2.296588,,,483.06965817476,7.545932,8.1424616,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-2.908022,7.605596,0,97.3, -13, 16.5,0,0,1652,1684,1024,1024,95,100,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
15100,2023-09-17 18:14:29,0,0,2.296588,,,483.06965817476,7.545932,8.5227414,0,0,0,0,15.075,483.39774217476,2.624672,0,0,-3.35541,7.82929,0,97.5, -11.4, 17.8,0,0,1642,1592,1024,1024,94,86,0,0,94.7,0,0,82,3.761,3.77,3.772,3.772,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
15200,2023-09-17 18:14:29,0,0,2.296588,,,483.06965817476,7.545932,8.9924988,0,0,0,0,14.967,483.39774217476,2.624672,0,0,-4.026492,8.052984,0,97.6, -10.2, 18,0,0,1612,1168,1024,1024,89,22,0,0,94.7,0,0,82,3.733,3.743,3.745,3.746,0,0,0,32,483.06965817476,2.296588,6,P-GPS,
